,Unnamed: 0,has_null,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match,age_gap,age_gap_abs,same_race,same_race_point,attractive_p,sincere_partner_p,intelligence_p,funny_p,ambition_p,shared_interests_p,attractive_m,sincere_partner_m,intelligence_m,funny_m,ambition_m,shared_interests_m,gender_male,race_Asian/PacificIslander/Asian-American,race_Black/AfricanAmerican,race_European/Caucasian-American,race_Latino/HispanicAmerican,race_Other,race_o_Asian/PacificIslander/Asian-American,race_o_Black/AfricanAmerican,race_o_European/Caucasian-American,race_o_Latino/HispanicAmerican,race_o_Other
56,56,0,23.0,30.0,1.0,1.0,35.0,15.0,25.0,10.0,5.0,10.0,5.0,6.0,8.0,4.0,5.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,8.0,8.0,8.0,8.0,3.0,4.0,0.47,4.0,3.0,8.0,7.0,0.0,0,7.0,7.0,-1,-1.0,175.0,90.0,200.0,40.0,25.0,40.0,80.0,200.0,160.0,200.0,15.0,60.0,0,1,0,0,0,0,0,0,1,0,0
57,57,0,23.0,27.0,1.0,1.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,7.0,8.0,7.0,8.0,5.0,10.0,25.0,20.0,25.0,5.0,15.0,4.0,8.0,9.0,2.0,8.0,3.0,0.03,4.0,3.0,5.0,5.0,0.0,0,4.0,4.0,-1,-1.0,199.98,77.77,88.88,77.77,88.88,111.1,40.0,200.0,180.0,50.0,40.0,45.0,0,1,0,0,0,0,0,0,1,0,0
58,58,0,23.0,28.0,1.0,1.0,50.0,0.0,25.0,10.0,0.0,15.0,6.0,7.0,7.0,6.0,6.0,6.0,10.0,25.0,20.0,25.0,5.0,15.0,7.0,6.0,8.0,8.0,6.0,9.0,0.46,4.0,3.0,9.0,6.0,0.0,1,5.0,5.0,-1,-1.0,300.0,0.0,175.0,60.0,0.0,90.0,70.0,150.0,160.0,200.0,30.0,135.0,0,1,0,0,0,0,0,0,1,0,0
59,59,0,23.0,24.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,6.0,10.0,7.0,10.0,25.0,20.0,25.0,5.0,15.0,8.0,9.0,9.0,9.0,10.0,7.0,0.43,4.0,3.0,9.0,8.0,0.0,0,1.0,1.0,-1,-1.0,700.0,0.0,0.0,0.0,0.0,0.0,80.0,225.0,180.0,225.0,50.0,105.0,0,1,0,0,0,0,0,0,1,0,0
60,60,0,22.0,27.0,2.0,4.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,8.0,5.0,7.0,4.0,0.19,7.0,3.0,7.0,4.0,0.0,0,5.0,5.0,-1,-2.0,245.0,160.0,160.0,160.0,0.0,35.0,60.0,120.0,200.0,100.0,105.0,40.0,0,1,0,0,0,0,0,0,1,0,0
61,61,0,22.0,22.0,2.0,4.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,9.0,10.0,6.0,6.0,5.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,8.0,4.0,9.0,4.0,0.21,7.0,3.0,7.0,3.0,1.0,0,0.0,0.0,-1,-2.0,420.0,0.0,0.0,240.0,0.0,0.0,90.0,90.0,200.0,80.0,135.0,40.0,0,1,0,0,0,0,0,0,1,0,0
62,62,0,22.0,22.0,2.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,25.0,20.0,15.0,10.0,3.0,6.0,8.0,7.0,8.0,8.0,0.52,7.0,3.0,7.0,8.0,1.0,0,0.0,0.0,1,2.0,190.0,180.0,190.0,180.0,140.0,120.0,45.0,90.0,200.0,140.0,120.0,80.0,0,1,0,0,0,0,1,0,0,0,0
63,63,0,22.0,23.0,2.0,4.0,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,9.0,8.0,9.0,9.0,15.0,15.0,25.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,-0.46,7.0,3.0,8.0,6.0,1.0,1,1.0,1.0,-1,-2.0,240.0,40.0,135.0,320.0,45.0,45.0,105.0,120.0,200.0,140.0,105.0,60.0,0,1,0,0,0,0,0,0,1,0,0
64,64,0,22.0,24.0,2.0,4.0,30.0,10.0,20.0,10.0,10.0,20.0,8.0,7.0,9.0,6.0,9.0,5.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,7.0,7.0,4.0,8.0,5.0,-0.27,7.0,3.0,5.0,6.0,1.0,0,2.0,2.0,-1,-2.0,240.0,70.0,180.0,60.0,90.0,100.0,60.0,105.0,175.0,80.0,120.0,50.0,0,1,0,0,0,0,0,0,0,1,0
65,65,0,22.0,25.0,2.0,4.0,50.0,0.0,30.0,10.0,0.0,10.0,8.0,8.0,8.0,6.0,6.0,6.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,7.0,4.0,5.0,4.0,0.59,7.0,3.0,5.0,5.0,0.0,0,3.0,3.0,-1,-2.0,400.0,0.0,240.0,60.0,0.0,60.0,60.0,120.0,175.0,80.0,75.0,40.0,0,1,0,0,0,0,0,0,1,0,0
66,66,0,22.0,30.0,2.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,6.0,5.0,4.0,4.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,7.0,7.0,8.0,7.0,7.0,7.0,0.31,7.0,3.0,8.0,7.0,0.0,0,8.0,8.0,-1,-2.0,245.0,90.0,125.0,40.0,20.0,30.0,105.0,105.0,200.0,140.0,105.0,70.0,0,1,0,0,0,0,0,0,1,0,0
67,67,0,22.0,27.0,2.0,4.0,33.33,11.11,11.11,11.11,11.11,22.22,8.0,7.0,6.0,7.0,7.0,5.0,15.0,15.0,25.0,20.0,15.0,10.0,5.0,7.0,8.0,5.0,9.0,5.0,0.08,7.0,3.0,5.0,7.0,0.0,0,5.0,5.0,-1,-2.0,266.64,77.77,66.66,77.77,77.77,111.1,75.0,105.0,200.0,100.0,135.0,50.0,0,1,0,0,0,0,0,0,1,0,0
68,68,0,22.0,28.0,2.0,4.0,50.0,0.0,25.0,10.0,0.0,15.0,9.0,7.0,9.0,9.0,9.0,10.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,8.0,8.0,8.0,6.0,-0.34,7.0,3.0,6.0,6.0,0.0,1,6.0,6.0,-1,-2.0,450.0,0.0,225.0,90.0,0.0,150.0,90.0,90.0,200.0,160.0,120.0,60.0,0,1,0,0,0,0,0,0,1,0,0
69,69,0,22.0,24.0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,8.0,7.0,15.0,15.0,25.0,20.0,15.0,10.0,8.0,6.0,7.0,7.0,8.0,6.0,-0.16,7.0,3.0,7.0,5.0,0.0,0,2.0,2.0,-1,-2.0,700.0,0.0,0.0,0.0,0.0,0.0,120.0,90.0,175.0,140.0,120.0,60.0,0,1,0,0,0,0,0,0,1,0,0
70,70,1,25.0,27.0,1.0,1.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,6.0,6.0,5.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,7.0,4.0,7.0,5.0,-0.03,6.0,10.0,4.0,5.0,0.0,0,2.0,2.0,1,1.0,280.0,140.0,120.0,120.0,0.0,25.0,45.45,145.44,190.89,72.72,127.25999999999999,45.45,0,0,0,1,0,0,0,0,1,0,0
71,71,1,25.0,22.0,1.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,5.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,7.0,7.0,9.0,6.0,7.0,-0.11,6.0,10.0,8.0,7.0,0.0,1,-3.0,3.0,1,1.0,480.0,0.0,0.0,280.0,0.0,0.0,72.72,127.25999999999999,190.89,163.62,109.08,63.629999999999995,0,0,0,1,0,0,0,0,1,0,0
72,72,1,25.0,22.0,1.0,1.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,8.0,6.0,7.0,7.0,0.42,6.0,10.0,5.0,5.0,0.0,1,-3.0,3.0,-1,-1.0,190.0,180.0,190.0,180.0,140.0,120.0,45.45,145.44,218.16,109.08,127.25999999999999,63.629999999999995,0,0,0,1,0,0,1,0,0,0,0
73,73,1,25.0,23.0,1.0,1.0,30.0,5.0,15.0,40.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,6.0,5.0,6.0,6.0,5.0,-0.4,6.0,10.0,5.0,6.0,0.0,1,-2.0,2.0,1,1.0,240.0,40.0,120.0,320.0,40.0,35.0,72.72,109.08,136.35,109.08,109.08,45.45,0,0,0,1,0,0,0,0,1,0,0
74,74,1,25.0,24.0,1.0,1.0,30.0,10.0,20.0,10.0,10.0,20.0,9.0,9.0,8.0,9.0,-99.0,7.0,9.09,18.18,27.27,18.18,18.18,9.09,6.0,8.0,8.0,5.0,6.0,7.0,-0.23,6.0,10.0,6.0,5.0,0.0,1,-1.0,1.0,-1,-1.0,270.0,90.0,160.0,90.0,-99.0,140.0,54.54,145.44,218.16,90.9,109.08,63.629999999999995,0,0,0,1,0,0,0,0,0,1,0
75,75,1,25.0,25.0,1.0,1.0,50.0,0.0,30.0,10.0,0.0,10.0,8.0,7.0,7.0,7.0,8.0,7.0,9.09,18.18,27.27,18.18,18.18,9.09,6.0,8.0,8.0,5.0,6.0,7.0,0.28,6.0,10.0,6.0,5.0,0.0,1,0.0,0.0,1,1.0,400.0,0.0,210.0,70.0,0.0,70.0,54.54,145.44,218.16,90.9,109.08,63.629999999999995,0,0,0,1,0,0,0,0,1,0,0
76,76,1,25.0,30.0,1.0,1.0,35.0,15.0,25.0,10.0,5.0,10.0,6.0,4.0,7.0,5.0,6.0,4.0,9.09,18.18,27.27,18.18,18.18,9.09,6.0,7.0,8.0,5.0,7.0,7.0,0.05,6.0,10.0,6.0,6.0,0.0,0,5.0,5.0,1,1.0,210.0,60.0,175.0,50.0,30.0,40.0,54.54,127.25999999999999,218.16,90.9,127.25999999999999,63.629999999999995,0,0,0,1,0,0,0,0,1,0,0
77,77,1,25.0,27.0,1.0,1.0,33.33,11.11,11.11,11.11,11.11,22.22,9.0,8.0,8.0,8.0,7.0,5.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,6.0,7.0,4.0,5.0,6.0,0.17,6.0,10.0,5.0,4.0,0.0,1,2.0,2.0,1,1.0,299.96999999999997,88.88,88.88,88.88,77.77,111.1,45.45,109.08,190.89,72.72,90.9,54.54,0,0,0,1,0,0,0,0,1,0,0
78,78,1,25.0,28.0,1.0,1.0,50.0,0.0,25.0,10.0,0.0,15.0,8.0,7.0,8.0,10.0,8.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,8.0,5.0,9.0,8.0,9.0,-0.47,6.0,10.0,7.0,10.0,0.0,1,3.0,3.0,1,1.0,400.0,0.0,200.0,100.0,0.0,150.0,72.72,145.44,136.35,163.62,145.44,81.81,0,0,0,1,0,0,0,0,1,0,0
79,79,1,25.0,24.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,9.0,8.0,8.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,6.0,8.0,7.0,9.0,8.0,-0.21,6.0,10.0,8.0,7.0,0.0,1,-1.0,1.0,1,1.0,800.0,0.0,0.0,0.0,0.0,0.0,63.629999999999995,109.08,218.16,127.25999999999999,163.62,72.72,0,0,0,1,0,0,0,0,1,0,0
80,80,0,26.0,27.0,1.0,1.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,7.0,8.0,7.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,6.0,0.19,6.0,15.0,5.0,5.0,0.0,0,1.0,1.0,-1,-1.0,210.0,160.0,140.0,160.0,0.0,25.0,160.0,100.0,180.0,240.0,70.0,60.0,0,0,0,0,0,1,0,0,1,0,0
81,81,0,26.0,22.0,1.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,6.0,15.0,10.0,5.0,0.0,1,-4.0,4.0,-1,-1.0,480.0,0.0,0.0,280.0,0.0,0.0,200.0,100.0,200.0,300.0,100.0,100.0,0,0,0,0,0,1,0,0,1,0,0
82,82,0,26.0,22.0,1.0,1.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,5.0,10.0,10.0,6.0,6.0,6.0,0.68,6.0,15.0,8.0,5.0,0.0,1,-4.0,4.0,-1,-1.0,190.0,180.0,190.0,180.0,140.0,120.0,100.0,100.0,200.0,180.0,60.0,60.0,0,0,0,0,0,1,1,0,0,0,0
83,83,0,26.0,23.0,1.0,1.0,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,-0.26,6.0,15.0,7.0,5.0,0.0,1,-3.0,3.0,-1,-1.0,210.0,40.0,105.0,320.0,40.0,35.0,200.0,90.0,160.0,240.0,70.0,70.0,0,0,0,0,0,1,0,0,1,0,0
84,84,0,26.0,24.0,1.0,1.0,30.0,10.0,20.0,10.0,10.0,20.0,7.0,9.0,8.0,9.0,7.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,5.0,10.0,8.0,8.0,5.0,5.0,-0.01,6.0,15.0,5.0,5.0,0.0,1,-2.0,2.0,-1,-1.0,210.0,90.0,160.0,90.0,70.0,140.0,100.0,100.0,160.0,240.0,50.0,50.0,0,0,0,0,0,1,0,0,0,1,0
85,85,0,26.0,25.0,1.0,1.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,7.0,8.0,7.0,7.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,9.0,9.0,7.0,6.0,5.0,0.42,6.0,15.0,6.0,5.0,0.0,1,-1.0,1.0,-1,-1.0,300.0,0.0,210.0,80.0,0.0,70.0,160.0,90.0,180.0,210.0,60.0,50.0,0,0,0,0,0,1,0,0,1,0,0
86,86,0,26.0,30.0,1.0,1.0,35.0,15.0,25.0,10.0,5.0,10.0,8.0,6.0,7.0,8.0,6.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,6.0,8.0,9.0,6.0,6.0,6.0,0.21,6.0,15.0,7.0,5.0,0.0,1,4.0,4.0,-1,-1.0,280.0,90.0,175.0,80.0,30.0,50.0,120.0,80.0,180.0,180.0,60.0,60.0,0,0,0,0,0,1,0,0,1,0,0
87,87,0,26.0,27.0,1.0,1.0,33.33,11.11,11.11,11.11,11.11,22.22,7.0,7.0,7.0,7.0,6.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,6.0,7.0,8.0,7.0,9.0,6.0,0.1,6.0,15.0,7.0,5.0,0.0,0,1.0,1.0,-1,-1.0,233.31,77.77,77.77,77.77,66.66,111.1,120.0,70.0,160.0,210.0,90.0,60.0,0,0,0,0,0,1,0,0,1,0,0
88,88,0,26.0,28.0,1.0,1.0,50.0,0.0,25.0,10.0,0.0,15.0,6.0,6.0,6.0,7.0,6.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,5.0,5.0,6.0,5.0,5.0,-0.35,6.0,15.0,7.0,6.0,0.0,1,2.0,2.0,-1,-1.0,300.0,0.0,150.0,70.0,0.0,90.0,160.0,50.0,100.0,180.0,50.0,50.0,0,0,0,0,0,1,0,0,1,0,0
89,89,0,26.0,24.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,-0.23,6.0,15.0,8.0,5.0,0.0,0,-2.0,2.0,-1,-1.0,500.0,0.0,0.0,0.0,0.0,0.0,140.0,80.0,140.0,240.0,70.0,80.0,0,0,0,0,0,1,0,0,1,0,0
90,90,1,26.0,27.0,4.0,4.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,7.0,8.0,6.0,5.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,6.0,6.0,-99.0,0.3,7.0,10.0,6.0,3.0,0.0,0,1.0,1.0,1,4.0,245.0,160.0,140.0,160.0,0.0,25.0,90.0,150.0,150.0,240.0,60.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
91,91,1,26.0,22.0,4.0,4.0,60.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,40.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,-99.0,0.65,7.0,10.0,1.0,1.0,1.0,0,-4.0,4.0,1,4.0,60.0,0.0,0.0,40.0,0.0,0.0,15.0,15.0,15.0,40.0,10.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
92,92,1,26.0,22.0,4.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,10.0,6.0,-99.0,-0.15,7.0,10.0,7.0,6.0,0.0,1,-4.0,4.0,-1,-4.0,190.0,180.0,190.0,180.0,140.0,120.0,90.0,150.0,150.0,400.0,60.0,-99.0,0,0,0,1,0,0,1,0,0,0,0
93,93,1,26.0,23.0,4.0,4.0,30.0,5.0,15.0,40.0,5.0,5.0,7.0,8.0,7.0,9.0,8.0,8.0,15.0,15.0,15.0,40.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,-99.0,0.17,7.0,10.0,10.0,1.0,1.0,0,-3.0,3.0,1,4.0,210.0,40.0,105.0,360.0,40.0,40.0,150.0,150.0,150.0,400.0,100.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
94,94,1,26.0,24.0,4.0,4.0,30.0,10.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,7.0,8.0,-99.0,15.0,15.0,15.0,40.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,-99.0,0.24,7.0,10.0,6.0,1.0,0.0,0,-2.0,2.0,-1,-4.0,180.0,90.0,180.0,70.0,80.0,-99.0,75.0,105.0,105.0,280.0,70.0,-99.0,0,0,0,1,0,0,0,0,0,1,0
95,95,1,26.0,25.0,4.0,4.0,50.0,0.0,30.0,10.0,0.0,10.0,-99.0,8.0,7.0,7.0,7.0,7.0,15.0,15.0,15.0,40.0,10.0,5.0,5.0,10.0,6.0,4.0,6.0,-99.0,0.15,7.0,10.0,6.0,1.0,0.0,0,-1.0,1.0,1,4.0,-99.0,0.0,210.0,70.0,0.0,70.0,75.0,150.0,90.0,160.0,60.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
96,96,1,26.0,30.0,4.0,4.0,35.0,15.0,25.0,10.0,5.0,10.0,7.0,7.0,4.0,3.0,4.0,4.0,15.0,15.0,15.0,40.0,10.0,5.0,5.0,10.0,8.0,6.0,9.0,-99.0,0.41,7.0,10.0,7.0,1.0,0.0,0,4.0,4.0,1,4.0,245.0,105.0,100.0,30.0,20.0,40.0,75.0,150.0,120.0,240.0,90.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
97,97,1,26.0,27.0,4.0,4.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,6.0,6.0,6.0,6.0,5.0,15.0,15.0,15.0,40.0,10.0,5.0,5.0,6.0,6.0,4.0,5.0,-99.0,0.07,7.0,10.0,5.0,5.0,0.0,0,1.0,1.0,1,4.0,199.98,66.66,66.66,66.66,66.66,111.1,75.0,90.0,90.0,160.0,50.0,-99.0,0,0,0,1,0,0,0,0,1,0,0
98,98,1,26.0,28.0,4.0,4.0,50.0,0.0,25.0,10.0,0.0,15.0,7.0,7.0,7.0,7.0,6.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,0.49,7.0,10.0,9.0,9.0,0.0,1,2.0,2.0,1,4.0,350.0,0.0,175.0,70.0,0.0,90.0,135.0,135.0,135.0,360.0,90.0,45.0,0,0,0,1,0,0,0,0,1,0,0
99,99,1,26.0,24.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,9.0,9.0,8.0,10.0,8.0,8.0,0.08,7.0,10.0,9.0,10.0,0.0,0,-2.0,2.0,1,4.0,600.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,120.0,400.0,80.0,40.0,0,0,0,1,0,0,0,0,1,0,0
100,100,0,27.0,21.0,7.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,6.0,9.0,7.0,7.0,6.0,5.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,8.0,8.0,8.0,6.0,0.14,7.0,3.0,7.0,4.0,0.0,0,6.0,6.0,-1,-7.0,90.0,180.0,140.0,105.0,90.0,75.0,210.0,160.0,160.0,160.0,0.0,30.0,1,0,0,1,0,0,1,0,0,0,0
101,101,0,27.0,24.0,7.0,3.0,45.0,5.0,25.0,20.0,0.0,5.0,5.0,7.0,8.0,4.0,6.0,3.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,9.0,7.0,4.0,0.29,7.0,3.0,7.0,2.0,0.0,0,3.0,3.0,1,7.0,225.0,35.0,200.0,80.0,0.0,15.0,280.0,140.0,120.0,180.0,0.0,20.0,1,0,0,1,0,0,0,0,1,0,0
102,102,0,27.0,25.0,7.0,3.0,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,10.0,7.0,8.0,9.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,6.0,5.0,8.0,4.0,-0.24,7.0,3.0,5.0,2.0,1.0,0,2.0,2.0,1,7.0,245.0,90.0,350.0,70.0,80.0,0.0,245.0,160.0,120.0,100.0,0.0,20.0,1,0,0,1,0,0,0,0,1,0,0
103,103,0,27.0,23.0,7.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,10.0,8.0,5.0,8.0,7.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,7.0,8.0,7.0,7.0,5.0,-0.18,7.0,3.0,6.0,3.0,0.0,0,4.0,4.0,1,7.0,80.0,200.0,160.0,100.0,80.0,70.0,210.0,140.0,160.0,140.0,0.0,25.0,1,0,0,1,0,0,0,0,1,0,0
104,104,0,27.0,21.0,7.0,3.0,20.0,5.0,25.0,25.0,10.0,15.0,5.0,8.0,8.0,2.0,2.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,8.0,8.0,7.0,6.0,-0.43,7.0,3.0,6.0,5.0,0.0,0,6.0,6.0,1,7.0,100.0,40.0,200.0,50.0,20.0,30.0,210.0,160.0,160.0,160.0,0.0,30.0,1,0,0,1,0,0,0,0,1,0,0
105,105,0,27.0,23.0,7.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,6.0,9.0,7.0,6.0,7.0,6.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,9.0,8.0,9.0,8.0,4.0,0.33,7.0,3.0,7.0,4.0,0.0,0,4.0,4.0,-1,-7.0,60.0,225.0,140.0,150.0,35.0,90.0,245.0,180.0,160.0,180.0,0.0,20.0,1,0,0,1,0,0,1,0,0,0,0
106,106,0,27.0,22.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,4.0,8.0,8.0,5.0,7.0,4.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,0.19,7.0,3.0,7.0,4.0,0.0,0,5.0,5.0,-1,-7.0,60.0,120.0,200.0,100.0,105.0,40.0,245.0,160.0,160.0,160.0,0.0,35.0,1,0,0,1,0,0,1,0,0,0,0
107,107,0,27.0,25.0,7.0,3.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,7.0,4.0,7.0,5.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,6.0,6.0,5.0,-0.03,7.0,3.0,7.0,4.0,0.0,0,2.0,2.0,1,7.0,45.45,145.44,190.89,72.72,127.25999999999999,45.45,280.0,140.0,120.0,120.0,0.0,25.0,1,0,0,1,0,0,0,0,1,0,0
108,108,0,27.0,26.0,7.0,3.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,6.0,35.0,20.0,20.0,20.0,0.0,5.0,6.0,8.0,7.0,8.0,7.0,5.0,0.19,7.0,3.0,6.0,4.0,0.0,0,1.0,1.0,-1,-7.0,160.0,100.0,180.0,240.0,70.0,60.0,210.0,160.0,140.0,160.0,0.0,25.0,1,0,0,1,0,0,0,0,0,0,1
109,109,1,27.0,26.0,7.0,3.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,6.0,6.0,-99.0,35.0,20.0,20.0,20.0,0.0,5.0,7.0,8.0,7.0,8.0,6.0,5.0,0.3,7.0,3.0,6.0,3.0,0.0,0,1.0,1.0,1,7.0,90.0,150.0,150.0,240.0,60.0,-99.0,245.0,160.0,140.0,160.0,0.0,25.0,1,0,0,1,0,0,0,0,1,0,0
110,110,0,22.0,21.0,1.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,8.0,7.0,8.0,5.0,6.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,8.0,10.0,7.0,7.0,5.0,0.54,7.0,20.0,8.0,4.0,0.0,0,1.0,1.0,-1,-1.0,105.0,160.0,140.0,120.0,75.0,90.0,420.0,0.0,0.0,280.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0
111,111,0,22.0,24.0,1.0,1.0,45.0,5.0,25.0,20.0,0.0,5.0,8.0,5.0,6.0,6.0,9.0,6.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,6.0,10.0,6.0,6.0,5.0,0.18,7.0,20.0,8.0,4.0,0.0,0,-2.0,2.0,1,1.0,360.0,25.0,150.0,120.0,0.0,30.0,420.0,0.0,0.0,240.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0
112,112,0,22.0,25.0,1.0,1.0,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,8.0,9.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,6.0,7.0,10.0,6.0,6.0,5.0,-0.14,7.0,20.0,7.0,3.0,0.0,0,-3.0,3.0,1,1.0,315.0,70.0,315.0,80.0,90.0,0.0,360.0,0.0,0.0,240.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0
113,113,0,22.0,23.0,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,10.0,7.0,8.0,60.0,0.0,0.0,40.0,0.0,0.0,6.0,5.0,10.0,6.0,6.0,5.0,-0.18,7.0,20.0,6.0,3.0,1.0,0,-1.0,1.0,1,1.0,160.0,140.0,160.0,200.0,70.0,80.0,360.0,0.0,0.0,240.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0
